Year,City,Sport,Discipline,NOC,Event,Event gender,Medal
1908,London,Hockey,Hockey,GBR,hockey,M,Silver
1908,London,Hockey,Hockey,GBR,hockey,M,Bronze
1908,London,Hockey,Hockey,GBR,hockey,M,Bronze
1908,London,Jeu de paume,Jeu de Paume,GBR,individual,M,Bronze
1908,London,Jeu de paume,Jeu de Paume,USA,individual,M,Gold
1908,London,Jeu de paume,Jeu de Paume,GBR,individual,M,Silver
1908,London,Lacrosse,Lacrosse,CAN,lacrosse,M,Gold
1908,London,Lacrosse,Lacrosse,GBR,lacrosse,M,Silver
1908,London,Polo,Polo,GBR,polo,M,Gold
1908,London,Polo,Polo,GBR,polo,M,Silver
1908,London,Polo,Polo,GBR,polo,M,Silver
1908,London,Rackets,Rackets,GBR,double,M,Bronze
1908,London,Rackets,Rackets,GBR,double,M,Gold
1908,London,Rackets,Rackets,GBR,double,M,Silver
1908,London,Rackets,Rackets,GBR,individual,M,Bronze
1908,London,Rackets,Rackets,GBR,individual,M,Bronze
1908,London,Rackets,Rackets,GBR,individual,M,Gold
1908,London,Rackets,Rackets,GBR,individual,M,Silver
1908,London,Rowing,Rowing,CAN,coxless four,M,Bronze
1908,London,Rowing,Rowing,NED,coxless four,M,Bronze
1908,London,Rowing,Rowing,GBR,coxless four,M,Gold
1908,London,Rowing,Rowing,GBR,coxless four,M,Silver
1908,London,Rowing,Rowing,CAN,coxless pair,M,Bronze
1908,London,Rowing,Rowing,GER,coxless pair,M,Bronze
1908,London,Rowing,Rowing,GBR,coxless pair,M,Gold
1908,London,Rowing,Rowing,GBR,coxless pair,M,Silver
1908,London,Rowing,Rowing,CAN,eight with coxs,M,Bronze
1908,London,Rowing,Rowing,GBR,eight with coxs,M,Bronze
1908,London,Rowing,Rowing,GBR,eight with coxs,M,Gold
1908,London,Rowing,Rowing,BEL,eight with coxs,M,Silver
1908,London,Rowing,Rowing,GER,single sculls,M,Bronze
1908,London,Rowing,Rowing,HUN,single sculls,M,Bronze
1908,London,Rowing,Rowing,GBR,single sculls,M,Gold
1908,London,Rowing,Rowing,GBR,single sculls,M,Silver
1908,London,Rugby,Rugby,ANZ,rugby,M,Gold
1908,London,Rugby,Rugby,GBR,rugby,M,Silver
1908,London,Sailing,Sailing,GBR,12m,X,Gold
1908,London,Sailing,Sailing,GBR,12m,X,Silver
1908,London,Sailing,Sailing,FRA,6m,X,Bronze
1908,London,Sailing,Sailing,GBR,6m,X,Gold
1908,London,Sailing,Sailing,BEL,6m,X,Silver
1908,London,Sailing,Sailing,GBR,7m,X,Gold
1908,London,Sailing,Sailing,GBR,8m,X,Bronze
1908,London,Sailing,Sailing,GBR,8m,X,Gold
1908,London,Sailing,Sailing,SWE,8m,X,Silver
1908,London,Shooting,Shooting,GBR,1000y free rifl,M,Bronze
1908,London,Shooting,Shooting,GBR,1000y free rifl,M,Gold
1908,London,Shooting,Shooting,USA,1000y free rifl,M,Silver
1908,London,Shooting,Shooting,USA,"100m run deer, double shots",M,Gold
1908,London,Shooting,Shooting,GBR,"100m run deer, double shots",M,Silver
1908,London,Shooting,Shooting,SWE,"100m run deer, double shots",M,Bronze
1908,London,Shooting,Shooting,SWE,"100m run deer, single shots",M,Gold
1908,London,Shooting,Shooting,GBR,"100m run deer, single shots",M,Silver
1908,London,Shooting,Shooting,GBR,"100m run deer, single shots",M,Bronze
1908,London,Shooting,Shooting,SWE,"100m run deer, single team",M,Gold
1908,London,Shooting,Shooting,GBR,"100m run deer, single team",M,Silver
1908,London,Shooting,Shooting,GBR,25y small bore,M,Bronze
1908,London,Shooting,Shooting,GBR,25y small bore,M,Gold
1908,London,Shooting,Shooting,GBR,25y small bore,M,Silver
1908,London,Shooting,Shooting,GBR,25y small movin,M,Bronze
1908,London,Shooting,Shooting,GBR,25y small movin,M,Gold
1908,London,Shooting,Shooting,GBR,25y small movin,M,Silver
1908,London,Shooting,Shooting,NOR,300m free rifle,M,Bronze
1908,London,Shooting,Shooting,NOR,300m free rifle,M,Gold
1908,London,Shooting,Shooting,USA,300m free rifle,M,Silver
1908,London,Shooting,Shooting,FRA,50+100y small,M,Bronze
1908,London,Shooting,Shooting,GBR,50+100y small,M,Gold
1908,London,Shooting,Shooting,SWE,50+100y small,M,Silver
1908,London,Shooting,Shooting,USA,50m pistol,M,Bronze
1908,London,Shooting,Shooting,BEL,50m pistol,M,Gold
1908,London,Shooting,Shooting,BEL,50m pistol,M,Silver
1908,London,Shooting,Shooting,GBR,50m rifle prone,M,Bronze
1908,London,Shooting,Shooting,GBR,50m rifle prone,M,Gold
1908,London,Shooting,Shooting,GBR,50m rifle prone,M,Silver
1908,London,Shooting,Shooting,GBR,50y army pistol,M,Bronze
1908,London,Shooting,Shooting,USA,50y army pistol,M,Gold
1908,London,Shooting,Shooting,BEL,50y army pistol,M,Silver
1908,London,Shooting,Shooting,GBR,clay pigeons te,M,Bronze
1908,London,Shooting,Shooting,GBR,clay pigeons te,M,Gold
1908,London,Shooting,Shooting,CAN,clay pigeons te,M,Silver
1908,London,Shooting,Shooting,FRA,free rifle team,M,Bronze
1908,London,Shooting,Shooting,NOR,free rifle team,M,Gold
1908,London,Shooting,Shooting,SWE,free rifle team,M,Silver
1908,London,Shooting,Shooting,CAN,"rifle, team",M,Bronze
1908,London,Shooting,Shooting,USA,"rifle, team",M,Gold
1908,London,Shooting,Shooting,GBR,"rifle, team",M,Silver
1908,London,Shooting,Shooting,GBR,trap (125),M,Bronze
1908,London,Shooting,Shooting,CAN,trap (125),M,Gold
1908,London,Shooting,Shooting,CAN,trap (125),M,Silver
1908,London,Skating,Figure skating,SWE,individual,M,Bronze
1908,London,Skating,Figure skating,SWE,individual,M,Gold
1908,London,Skating,Figure skating,SWE,individual,M,Silver
1908,London,Skating,Figure skating,GBR,individual,W,Bronze
1908,London,Skating,Figure skating,GBR,individual,W,Gold
1908,London,Skating,Figure skating,GER,individual,W,Silver
1908,London,Skating,Figure skating,GBR,pairs,X,Bronze
1908,London,Skating,Figure skating,GER,pairs,X,Gold
1908,London,Skating,Figure skating,GBR,pairs,X,Silver
1908,London,Skating,Figure skating,GBR,special figures,M,Bronze
1908,London,Skating,Figure skating,RU1,special figures,M,Gold
1908,London,Skating,Figure skating,GBR,special figures,M,Silver
1908,London,Tennis,Tennis,GBR,doubles,M,Bronze
1908,London,Tennis,Tennis,GBR,doubles,M,Gold
1908,London,Tennis,Tennis,GBR,doubles,M,Silver
1908,London,Tennis,Tennis,SWE,doubles indoor,M,Bronze
1908,London,Tennis,Tennis,GBR,doubles indoor,M,Gold
1908,London,Tennis,Tennis,GBR,doubles indoor,M,Silver
1908,London,Tennis,Tennis,GBR,singles,M,Bronze
1908,London,Tennis,Tennis,GBR,singles,M,Gold
1908,London,Tennis,Tennis,GER,singles,M,Silver
1908,London,Tennis,Tennis,GBR,singles,W,Bronze
1908,London,Tennis,Tennis,GBR,singles,W,Gold
1908,London,Tennis,Tennis,GBR,singles,W,Silver
1908,London,Tennis,Tennis,GBR,singles indoor,M,Bronze
1908,London,Tennis,Tennis,GBR,singles indoor,M,Gold
1908,London,Tennis,Tennis,GBR,singles indoor,M,Silver
1908,London,Tennis,Tennis,SWE,singles indoor,W,Bronze
1908,London,Tennis,Tennis,GBR,singles indoor,W,Gold
1908,London,Tennis,Tennis,GBR,singles indoor,W,Silver
1908,London,Tug of War,Tug of War,GBR,tug of war,M,Bronze
1908,London,Tug of War,Tug of War,GBR,tug of war,M,Gold
1908,London,Tug of War,Tug of War,GBR,tug of war,M,Silver
1908,London,Water Motorsports,Water Motorsports,GBR,8m class c,M,Gold
1908,London,Water Motorsports,Water Motorsports,GBR,class b -60f.,M,Gold
1908,London,Water Motorsports,Water Motorsports,FRA,open class a,M,Gold
1908,London,Wrestling,Wrestling Freestyle,CAN,- 54kg,M,Bronze
1908,London,Wrestling,Wrestling Freestyle,USA,- 54kg,M,Gold
1908,London,Wrestling,Wrestling Freestyle,GBR,- 54kg,M,Silver
1908,London,Wrestling,Wrestling Freestyle,GBR,+ 73kg,M,Bronze
1908,London,Wrestling,Wrestling Freestyle,GBR,+ 73kg,M,Gold
1908,London,Wrestling,Wrestling Freestyle,NOR,+ 73kg,M,Silver
1908,London,Wrestling,Wrestling Freestyle,GBR,54 - 60.3kg,M,Bronze
1908,London,Wrestling,Wrestling Freestyle,USA,54 - 60.3kg,M,Gold
1908,London,Wrestling,Wrestling Freestyle,GBR,54 - 60.3kg,M,Silver
1908,London,Wrestling,Wrestling Freestyle,GBR,60.3 - 66.6kg,M,Bronze
1908,London,Wrestling,Wrestling Freestyle,GBR,60.3 - 66.6kg,M,Gold
1908,London,Wrestling,Wrestling Freestyle,GBR,60.3 - 66.6kg,M,Silver
1908,London,Wrestling,Wrestling Freestyle,GBR,66.6 - 73kg,M,Bronze
1908,London,Wrestling,Wrestling Freestyle,GBR,66.6 - 73kg,M,Gold
1908,London,Wrestling,Wrestling Freestyle,GBR,66.6 - 73kg,M,Silver
1908,London,Wrestling,Wrestling Greco-Roman,FIN,- 66.6kg,M,Bronze
1908,London,Wrestling,Wrestling Greco-Roman,ITA,- 66.6kg,M,Gold
1908,London,Wrestling,Wrestling Greco-Roman,RU1,- 66.6kg,M,Silver
1908,London,Wrestling,Wrestling Greco-Roman,DEN,+ 93kg,M,Bronze
1908,London,Wrestling,Wrestling Greco-Roman,HUN,+ 93kg,M,Gold
1908,London,Wrestling,Wrestling Greco-Roman,RU1,+ 93kg,M,Silver
1908,London,Wrestling,Wrestling Greco-Roman,DEN,66.6 - 73kg,M,Bronze
1908,London,Wrestling,Wrestling Greco-Roman,SWE,66.6 - 73kg,M,Gold
1908,London,Wrestling,Wrestling Greco-Roman,SWE,66.6 - 73kg,M,Silver
1908,London,Wrestling,Wrestling Greco-Roman,DEN,73 - 93kg,M,Bronze
1908,London,Wrestling,Wrestling Greco-Roman,FIN,73 - 93kg,M,Gold
1908,London,Wrestling,Wrestling Greco-Roman,FIN,73 - 93kg,M,Silver
1912,Stockholm,Aquatics,Diving,SWE,10m platform,M,Bronze
1912,Stockholm,Aquatics,Diving,SWE,10m platform,M,Gold
1912,Stockholm,Aquatics,Diving,GER,10m platform,M,Silver
1912,Stockholm,Aquatics,Diving,GBR,10m platform,W,Bronze
1912,Stockholm,Aquatics,Diving,SWE,10m platform,W,Gold
1912,Stockholm,Aquatics,Diving,SWE,10m platform,W,Silver
1912,Stockholm,Aquatics,Diving,GER,3m springboard,M,Bronze
1912,Stockholm,Aquatics,Diving,GER,3m springboard,M,Gold
1912,Stockholm,Aquatics,Diving,GER,3m springboard,M,Silver
1912,Stockholm,Aquatics,Diving,SWE,plain high divi,M,Bronze
1912,Stockholm,Aquatics,Diving,SWE,plain high divi,M,Gold
1912,Stockholm,Aquatics,Diving,SWE,plain high divi,M,Silver
1912,Stockholm,Aquatics,Swimming,GER,100m backstroke,M,Bronze
1912,Stockholm,Aquatics,Swimming,USA,100m backstroke,M,Gold
1912,Stockholm,Aquatics,Swimming,GER,100m backstroke,M,Silver
1912,Stockholm,Aquatics,Swimming,USA,100m freestyle,M,Bronze
1912,Stockholm,Aquatics,Swimming,USA,100m freestyle,M,Gold
1912,Stockholm,Aquatics,Swimming,ANZ,100m freestyle,M,Silver
1912,Stockholm,Aquatics,Swimming,GBR,100m freestyle,W,Bronze
1912,Stockholm,Aquatics,Swimming,ANZ,100m freestyle,W,Gold
1912,Stockholm,Aquatics,Swimming,ANZ,100m freestyle,W,Silver
1912,Stockholm,Aquatics,Swimming,ANZ,1500m freestyle,M,Bronze
1912,Stockholm,Aquatics,Swimming,CAN,1500m freestyle,M,Gold
1912,Stockholm,Aquatics,Swimming,GBR,1500m freestyle,M,Silver
1912,Stockholm,Aquatics,Swimming,GER,200m breaststro,M,Bronze
1912,Stockholm,Aquatics,Swimming,GER,200m breaststro,M,Gold
1912,Stockholm,Aquatics,Swimming,GER,200m breaststro,M,Silver
1912,Stockholm,Aquatics,Swimming,GBR,400m breaststro,M,Bronze
1912,Stockholm,Aquatics,Swimming,GER,400m breaststro,M,Gold
1912,Stockholm,Aquatics,Swimming,SWE,400m breaststro,M,Silver
1912,Stockholm,Aquatics,Swimming,ANZ,400m freestyle,M,Bronze
1912,Stockholm,Aquatics,Swimming,CAN,400m freestyle,M,Gold
1912,Stockholm,Aquatics,Swimming,GBR,400m freestyle,M,Silver
1912,Stockholm,Aquatics,Swimming,AUT,4x100m freestyl,W,Bronze
1912,Stockholm,Aquatics,Swimming,GBR,4x100m freestyl,W,Gold
1912,Stockholm,Aquatics,Swimming,GER,4x100m freestyl,W,Silver
1912,Stockholm,Aquatics,Swimming,GBR,4x200m freestyl,M,Bronze
1912,Stockholm,Aquatics,Swimming,ANZ,4x200m freestyl,M,Gold
1912,Stockholm,Aquatics,Swimming,USA,4x200m freestyl,M,Silver
1912,Stockholm,Aquatics,Water polo,BEL,water polo,M,Bronze
1912,Stockholm,Aquatics,Water polo,GBR,water polo,M,Gold
1912,Stockholm,Aquatics,Water polo,SWE,water polo,M,Silver
1912,Stockholm,Athletics,Athletics,FIN,10000m,M,Bronze
1912,Stockholm,Athletics,Athletics,FIN,10000m,M,Gold
1912,Stockholm,Athletics,Athletics,USA,10000m,M,Silver
1912,Stockholm,Athletics,Athletics,ITA,10000m walk,M,Bronze
1912,Stockholm,Athletics,Athletics,CAN,10000m walk,M,Gold
1912,Stockholm,Athletics,Athletics,GBR,10000m walk,M,Silver
1912,Stockholm,Athletics,Athletics,USA,100m,M,Bronze
1912,Stockholm,Athletics,Athletics,USA,100m,M,Gold
1912,Stockholm,Athletics,Athletics,USA,100m,M,Silver
1912,Stockholm,Athletics,Athletics,USA,110m hurdles,M,Bronze
1912,Stockholm,Athletics,Athletics,USA,110m hurdles,M,Gold
1912,Stockholm,Athletics,Athletics,USA,110m hurdles,M,Silver
1912,Stockholm,Athletics,Athletics,USA,1500m,M,Bronze
1912,Stockholm,Athletics,Athletics,GBR,1500m,M,Gold
1912,Stockholm,Athletics,Athletics,USA,1500m,M,Silver
1912,Stockholm,Athletics,Athletics,GBR,200m,M,Bronze
1912,Stockholm,Athletics,Athletics,USA,200m,M,Gold
1912,Stockholm,Athletics,Athletics,USA,200m,M,Silver
1912,Stockholm,Athletics,Athletics,GBR,3000m team,M,Bronze
1912,Stockholm,Athletics,Athletics,USA,3000m team,M,Gold
1912,Stockholm,Athletics,Athletics,SWE,3000m team,M,Silver
1912,Stockholm,Athletics,Athletics,USA,400m,M,Bronze
1912,Stockholm,Athletics,Athletics,USA,400m,M,Gold
1912,Stockholm,Athletics,Athletics,GER,400m,M,Silver
1912,Stockholm,Athletics,Athletics,GBR,4x100m relay,M,Gold
1912,Stockholm,Athletics,Athletics,SWE,4x100m relay,M,Silver
1912,Stockholm,Athletics,Athletics,GBR,4x400m relay,M,Bronze
1912,Stockholm,Athletics,Athletics,USA,4x400m relay,M,Gold
1912,Stockholm,Athletics,Athletics,FRA,4x400m relay,M,Silver
1912,Stockholm,Athletics,Athletics,GBR,5000m,M,Bronze
1912,Stockholm,Athletics,Athletics,FIN,5000m,M,Gold
1912,Stockholm,Athletics,Athletics,FRA,5000m,M,Silver
1912,Stockholm,Athletics,Athletics,USA,800m,M,Bronze
1912,Stockholm,Athletics,Athletics,USA,800m,M,Gold
1912,Stockholm,Athletics,Athletics,USA,800m,M,Silver
1912,Stockholm,Athletics,Athletics,SWE,cross country,M,Bronze
1912,Stockholm,Athletics,Athletics,FIN,cross country,M,Gold
1912,Stockholm,Athletics,Athletics,SWE,cross country,M,Silver
1912,Stockholm,Athletics,Athletics,GBR,crosscountry te,M,Bronze
1912,Stockholm,Athletics,Athletics,SWE,crosscountry te,M,Gold
1912,Stockholm,Athletics,Athletics,FIN,crosscountry te,M,Silver
1912,Stockholm,Athletics,Athletics,SWE,decathlon,M,Bronze
1912,Stockholm,Athletics,Athletics,SWE,decathlon,M,Gold
1912,Stockholm,Athletics,Athletics,USA,decathlon,M,Gold
1912,Stockholm,Athletics,Athletics,SWE,decathlon,M,Silver
1912,Stockholm,Athletics,Athletics,SWE,discus 2 hands,M,Bronze
1912,Stockholm,Athletics,Athletics,FIN,discus 2 hands,M,Gold
1912,Stockholm,Athletics,Athletics,FIN,discus 2 hands,M,Silver
1912,Stockholm,Athletics,Athletics,USA,discus throw,M,Bronze
1912,Stockholm,Athletics,Athletics,FIN,discus throw,M,Gold
1912,Stockholm,Athletics,Athletics,USA,discus throw,M,Silver
1912,Stockholm,Athletics,Athletics,USA,hammer throw,M,Bronze
1912,Stockholm,Athletics,Athletics,USA,hammer throw,M,Gold
1912,Stockholm,Athletics,Athletics,CAN,hammer throw,M,Silver
1912,Stockholm,Athletics,Athletics,USA,high jump,M,Bronze
1912,Stockholm,Athletics,Athletics,USA,high jump,M,Gold
1912,Stockholm,Athletics,Athletics,GER,high jump,M,Silver
1912,Stockholm,Athletics,Athletics,GRE,high jump stand,M,Bronze
1912,Stockholm,Athletics,Athletics,USA,high jump stand,M,Gold
1912,Stockholm,Athletics,Athletics,USA,high jump stand,M,Silver
1912,Stockholm,Athletics,Athletics,FIN,javelin 2 hands,M,Bronze
1912,Stockholm,Athletics,Athletics,FIN,javelin 2 hands,M,Gold
1912,Stockholm,Athletics,Athletics,FIN,javelin 2 hands,M,Silver
1912,Stockholm,Athletics,Athletics,HUN,javelin throw,M,Bronze
1912,Stockholm,Athletics,Athletics,SWE,javelin throw,M,Gold
1912,Stockholm,Athletics,Athletics,FIN,javelin throw,M,Silver
1912,Stockholm,Athletics,Athletics,SWE,long jump,M,Bronze
1912,Stockholm,Athletics,Athletics,USA,long jump,M,Gold
1912,Stockholm,Athletics,Athletics,CAN,long jump,M,Silver
1912,Stockholm,Athletics,Athletics,USA,long jump stand,M,Bronze
1912,Stockholm,Athletics,Athletics,GRE,long jump stand,M,Gold
1912,Stockholm,Athletics,Athletics,USA,long jump stand,M,Silver
1912,Stockholm,Athletics,Athletics,USA,marathon,M,Bronze
1912,Stockholm,Athletics,Athletics,RSA,marathon,M,Gold
1912,Stockholm,Athletics,Athletics,RSA,marathon,M,Silver
1912,Stockholm,Athletics,Athletics,CAN,pentathlon,M,Bronze
1912,Stockholm,Athletics,Athletics,NOR,pentathlon,M,Gold
1912,Stockholm,Athletics,Athletics,USA,pentathlon,M,Gold
1912,Stockholm,Athletics,Athletics,USA,pentathlon,M,Silver
1912,Stockholm,Athletics,Athletics,CAN,pole vault,M,Bronze
1912,Stockholm,Athletics,Athletics,SWE,pole vault,M,Bronze
1912,Stockholm,Athletics,Athletics,USA,pole vault,M,Bronze
1912,Stockholm,Athletics,Athletics,USA,pole vault,M,Gold
1912,Stockholm,Athletics,Athletics,USA,pole vault,M,Silver
1912,Stockholm,Athletics,Athletics,USA,pole vault,M,Silver
1912,Stockholm,Athletics,Athletics,USA,shot put,M,Bronze
1912,Stockholm,Athletics,Athletics,USA,shot put,M,Gold
1912,Stockholm,Athletics,Athletics,USA,shot put,M,Silver
1912,Stockholm,Athletics,Athletics,FIN,shotput 2 hand,M,Bronze
1912,Stockholm,Athletics,Athletics,USA,shotput 2 hand,M,Gold
1912,Stockholm,Athletics,Athletics,USA,shotput 2 hand,M,Silver
1912,Stockholm,Athletics,Athletics,SWE,triple jump,M,Bronze
1912,Stockholm,Athletics,Athletics,SWE,triple jump,M,Gold
1912,Stockholm,Athletics,Athletics,SWE,triple jump,M,Silver
1912,Stockholm,Cycling,Cycling Road,USA,team time trial,M,Bronze
1912,Stockholm,Cycling,Cycling Road,SWE,team time trial,M,Gold
1912,Stockholm,Cycling,Cycling Road,GBR,team time trial,M,Silver
1912,Stockholm,Cycling,Cycling Road,USA,time trial,M,Bronze
1912,Stockholm,Cycling,Cycling Road,RSA,time trial,M,Gold
1912,Stockholm,Cycling,Cycling Road,GBR,time trial,M,Silver
1912,Stockholm,Equestrian,Equestrian / Dressage,SWE,individual,X,Bronze
1912,Stockholm,Equestrian,Equestrian / Dressage,SWE,individual,X,Gold
1912,Stockholm,Equestrian,Equestrian / Dressage,SWE,individual,X,Silver
1912,Stockholm,Equestrian,Equestrian / Eventing,FRA,individual,X,Bronze
1912,Stockholm,Equestrian,Equestrian / Eventing,SWE,individual,X,Gold
1912,Stockholm,Equestrian,Equestrian / Eventing,GER,individual,X,Silver
1912,Stockholm,Equestrian,Equestrian / Eventing,USA,team,X,Bronze
1912,Stockholm,Equestrian,Equestrian / Eventing,SWE,team,X,Gold
1912,Stockholm,Equestrian,Equestrian / Eventing,GER,team,X,Silver
1912,Stockholm,Equestrian,Equestrian / Jumping,BEL,individual,X,Bronze
1912,Stockholm,Equestrian,Equestrian / Jumping,FRA,individual,X,Gold
1912,Stockholm,Equestrian,Equestrian / Jumping,GER,individual,X,Silver
1912,Stockholm,Equestrian,Equestrian / Jumping,GER,team,X,Bronze
1912,Stockholm,Equestrian,Equestrian / Jumping,SWE,team,X,Gold
1912,Stockholm,Equestrian,Equestrian / Jumping,FRA,team,X,Silver
1912,Stockholm,Fencing,Fencing,BEL,_p_e individual,M,Bronze
1912,Stockholm,Fencing,Fencing,BEL,_p_e individual,M,Gold
1912,Stockholm,Fencing,Fencing,DEN,_p_e individual,M,Silver
1912,Stockholm,Fencing,Fencing,NED,_p_e team,M,Bronze
1912,Stockholm,Fencing,Fencing,BEL,_p_e team,M,Gold
1912,Stockholm,Fencing,Fencing,GBR,_p_e team,M,Silver
1912,Stockholm,Fencing,Fencing,AUT,foil individual,M,Bronze
1912,Stockholm,Fencing,Fencing,ITA,foil individual,M,Gold
1912,Stockholm,Fencing,Fencing,ITA,foil individual,M,Silver
1912,Stockholm,Fencing,Fencing,HUN,sabre individua,M,Bronze
1912,Stockholm,Fencing,Fencing,HUN,sabre individua,M,Gold
1912,Stockholm,Fencing,Fencing,HUN,sabre individua,M,Silver
1912,Stockholm,Fencing,Fencing,NED,sabre team,M,Bronze
1912,Stockholm,Fencing,Fencing,HUN,sabre team,M,Gold
1912,Stockholm,Fencing,Fencing,AUT,sabre team,M,Silver
1912,Stockholm,Football,Football,NED,football,M,Bronze
1912,Stockholm,Football,Football,GBR,football,M,Gold
1912,Stockholm,Football,Football,DEN,football,M,Silver
1912,Stockholm,Gymnastics,Artistic Gymnastics,ITA,individual all,M,Bronze
1912,Stockholm,Gymnastics,Artistic Gymnastics,ITA,individual all,M,Gold
1912,Stockholm,Gymnastics,Artistic Gymnastics,FRA,individual all,M,Silver
1912,Stockholm,Gymnastics,Artistic Gymnastics,GBR,team competitio,M,Bronze
1912,Stockholm,Gymnastics,Artistic Gymnastics,ITA,team competitio,M,Gold
1912,Stockholm,Gymnastics,Artistic Gymnastics,HUN,team competitio,M,Silver
1912,Stockholm,Gymnastics,Artistic Gymnastics,DEN,"team, free syst",M,Bronze
1912,Stockholm,Gymnastics,Artistic Gymnastics,NOR,"team, free syst",M,Gold
1912,Stockholm,Gymnastics,Artistic Gymnastics,FIN,"team, free syst",M,Silver
1912,Stockholm,Gymnastics,Artistic Gymnastics,NOR,"team, swedish",M,Bronze
1912,Stockholm,Gymnastics,Artistic Gymnastics,SWE,"team, swedish",M,Gold
1912,Stockholm,Gymnastics,Artistic Gymnastics,DEN,"team, swedish",M,Silver
1912,Stockholm,Modern Pentathlon,Modern Pentathlon,SWE,individual,M,Bronze
1912,Stockholm,Modern Pentathlon,Modern Pentathlon,SWE,individual,M,Gold
1912,Stockholm,Modern Pentathlon,Modern Pentathlon,SWE,individual,M,Silver
1912,Stockholm,Rowing,Rowing,DEN,4- with coxwain,M,Bronze
1912,Stockholm,Rowing,Rowing,NOR,4- with coxwain,M,Bronze
1912,Stockholm,Rowing,Rowing,GER,4- with coxwain,M,Gold
1912,Stockholm,Rowing,Rowing,GBR,4- with coxwain,M,Silver
1912,Stockholm,Rowing,Rowing,GER,eight with coxs,M,Bronze
1912,Stockholm,Rowing,Rowing,GBR,eight with coxs,M,Gold
1912,Stockholm,Rowing,Rowing,GBR,eight with coxs,M,Silver
1912,Stockholm,Rowing,Rowing,NOR,fours jugrigger,M,Bronze
1912,Stockholm,Rowing,Rowing,DEN,fours jugrigger,M,Gold
1912,Stockholm,Rowing,Rowing,SWE,fours jugrigger,M,Silver
1912,Stockholm,Rowing,Rowing,CAN,single sculls,M,Bronze
1912,Stockholm,Rowing,Rowing,RU1,single sculls,M,Bronze
1912,Stockholm,Rowing,Rowing,GBR,single sculls,M,Gold
1912,Stockholm,Rowing,Rowing,BEL,single sculls,M,Silver
1912,Stockholm,Sailing,Sailing,RU1,10m,X,Bronze
1912,Stockholm,Sailing,Sailing,SWE,10m,X,Gold
1912,Stockholm,Sailing,Sailing,FIN,10m,X,Silver
1912,Stockholm,Sailing,Sailing,FIN,12m,X,Bronze
1912,Stockholm,Sailing,Sailing,NOR,12m,X,Gold
1912,Stockholm,Sailing,Sailing,SWE,12m,X,Silver
1912,Stockholm,Sailing,Sailing,SWE,6m,X,Bronze
1912,Stockholm,Sailing,Sailing,FRA,6m,X,Gold
1912,Stockholm,Sailing,Sailing,DEN,6m,X,Silver
1912,Stockholm,Sailing,Sailing,FIN,8m,X,Bronze
1912,Stockholm,Sailing,Sailing,NOR,8m,X,Gold
1912,Stockholm,Sailing,Sailing,SWE,8m,X,Silver
1912,Stockholm,Shooting,Shooting,SWE,"100m run deer, double shots",X,Bronze
1912,Stockholm,Shooting,Shooting,SWE,"100m run deer, double shots",X,Gold
1912,Stockholm,Shooting,Shooting,SWE,"100m run deer, double shots",X,Silver
1912,Stockholm,Shooting,Shooting,SWE,"100m run deer, single shots",X,Gold
1912,Stockholm,Shooting,Shooting,SWE,"100m run deer, single shots",X,Silver
1912,Stockholm,Shooting,Shooting,FIN,"100m run deer, single shots",X,Bronze
1912,Stockholm,Shooting,Shooting,SWE,"100m run deer, single shots, team",X,Gold
1912,Stockholm,Shooting,Shooting,USA,"100m run deer, single shots, team",X,Silver
1912,Stockholm,Shooting,Shooting,FIN,"100m run deer, single shots, team",X,Bronze
1912,Stockholm,Shooting,Shooting,SWE,25m rapid pisto,M,Bronze
1912,Stockholm,Shooting,Shooting,USA,25m rapid pisto,M,Gold
1912,Stockholm,Shooting,Shooting,SWE,25m rapid pisto,M,Silver
1912,Stockholm,Shooting,Shooting,USA,25m small bore,M,Bronze
1912,Stockholm,Shooting,Shooting,SWE,25m small bore,M,Gold
1912,Stockholm,Shooting,Shooting,GBR,25m small bore,M,Silver
1912,Stockholm,Shooting,Shooting,SWE,25m small rifle,M,Bronze
1912,Stockholm,Shooting,Shooting,SWE,25m small rifle,M,Gold
1912,Stockholm,Shooting,Shooting,SWE,25m small rifle,M,Silver
1912,Stockholm,Shooting,Shooting,DEN,300m free rifle,M,Bronze
1912,Stockholm,Shooting,Shooting,FRA,300m free rifle,M,Gold
1912,Stockholm,Shooting,Shooting,DEN,300m free rifle,M,Silver
1912,Stockholm,Shooting,Shooting,GBR,30m army pistol,M,Bronze
1912,Stockholm,Shooting,Shooting,SWE,30m army pistol,M,Gold
1912,Stockholm,Shooting,Shooting,RU1,30m army pistol,M,Silver
1912,Stockholm,Shooting,Shooting,GBR,50m army pistol,M,Bronze
1912,Stockholm,Shooting,Shooting,USA,50m army pistol,M,Gold
1912,Stockholm,Shooting,Shooting,SWE,50m army pistol,M,Silver
1912,Stockholm,Shooting,Shooting,GBR,50m pistol,M,Bronze
1912,Stockholm,Shooting,Shooting,USA,50m pistol,M,Gold
1912,Stockholm,Shooting,Shooting,USA,50m pistol,M,Silver
1912,Stockholm,Shooting,Shooting,GBR,50m rifle prone,M,Bronze
1912,Stockholm,Shooting,Shooting,USA,50m rifle prone,M,Gold
1912,Stockholm,Shooting,Shooting,GBR,50m rifle prone,M,Silver
1912,Stockholm,Shooting,Shooting,USA,50m small bore,M,Bronze
